#GeneID	Ensembl_gene_identifier	RefSeqGene	RNA_nucleotide_accessions
79800	ENSG00000138380	-	NM_001104586,NM_001282910,NM_001282911,NM_001282912,NM_001322427,NM_001322428,NM_001322429,NM_001352676,NM_001352677,NM_001352678,NM_001352679,NM_024744,NR_136330,NR_136331,NR_148033,NR_148034,XM_005246858,XM_005246859,XM_006712760,XM_011511867,XM_011511868,XM_011511869,XM_017004962,XM_017004963,XM_017004964,XM_017004965,XM_017004966,XM_024453150,XM_024453151,XR_001738946,XR_001738947,XR_001738948
79801	ENSG00000171241	-	NM_001324318,NM_001324319,NM_024745,NR_136738,XM_011523335
79802	ENSG00000143512	-	NM_024746,XM_011509986,XM_017002350,XM_024449814,XR_001737416,XR_001737417,XR_002957624,XR_426906
79803	ENSG00000166189	NG_012029	NM_024747
79804	ENSG00000237125	-	NR_003679,NR_136192,NR_136193,NR_136194,NR_136195,NR_136196,NR_136197,NR_136198,NR_136199,NR_136200,NR_136201
79805	ENSG00000143494	-	NM_001136474,NM_001136475,NM_001301056,NM_024749
79807	ENSG00000138780	-	NM_001031720,NM_001370181,NM_024751,XM_011532248,XM_011532249,XM_011532252,XR_938771
79809	ENSG00000123607	NG_030345	NM_024753,XM_006712761,XM_011511871,XM_011511872,XM_017004967,XM_017004968,XM_017004969
79810	ENSG00000049883	-	NM_001284403,NM_001284404,NM_001284405,NM_024754,XM_005248601,XM_005248603,XM_017009866,XM_017009867,XM_017009868,XR_001742270,XR_241790,XR_948298
79811	ENSG00000137776	-	NM_001013843,NM_024755,NR_135042,NR_135043,XM_006720686,XM_006720690,XM_011522022,XM_011522023,XM_011522024,XM_011522027,XM_011522028,XM_011522029,XM_011522030,XM_011522031,XM_017022576,XM_017022578,XM_017022579,XM_017022580,XM_024450054,XM_024450055,XR_001751390,XR_001751391,XR_001751392,XR_001751393
79812	ENSG00000173269	NG_032913	NM_024756,XM_005270153,XM_006717970
79813	ENSG00000181090	NG_011776	NM_001145527,NM_001354259,NM_001354263,NM_001354611,NM_001354612,NM_024757,XM_005266105,XM_005266110,XM_011519021,XM_011519022,XM_011519023,XM_011519025,XM_011519029,XM_011519030,XM_011519031,XM_017015134,XM_017015136,XM_017015137,XM_017015138,XM_024447674,XM_024447675,XM_024447676,XM_024447677,XM_024447678,XM_024447679,XM_024447680
79814	ENSG00000116771	-	NM_024758
79815	ENSG00000104361	-	NM_001321635,NM_001321636,NM_024759,NR_135745,NR_135746,NR_135747,XM_011517302,XR_001745598,XR_001745599,XR_928351,XR_928352
79816	ENSG00000104953	NG_051563	NM_001143986,NM_024760,NR_138612,XM_005259645,XM_011528300,XM_011528301,XM_024451722,XM_024451723,XM_024451724
79817	ENSG00000120162	-	NM_024761
79818	ENSG00000178935	-	NM_024762,XM_005259267
79819	ENSG00000152763	-	NM_024763,NM_207014,XM_005271212,XM_011542161,XM_011542162,XM_017002353,XM_017002354,XM_017002355,XM_017002357,XM_024449816,XM_024449817,XM_024449820,XM_024449821
79820	ENSG00000133962	-	NM_024764
79822	ENSG00000088756	-	NM_001010000,NM_001366230,NM_001366231,XM_005258146
79823	ENSG00000143919	NG_032944	NM_024766,XM_011533111,XM_011533113,XM_017004970,XM_017004971,XM_017004972,XM_017004973,XM_017004974,XM_017004975,XM_017004976,XM_017004977,XM_017004978,XM_017004979,XM_017004980,XM_017004981,XM_017004982,XM_017004983,XR_001738949,XR_001738950,XR_001738951,XR_001738952,XR_001738953,XR_001738954,XR_939722,XR_939723
79825	ENSG00000114654	-	NM_001377500,NM_001377501,NM_024768,XM_011513161,XM_011513163,XM_011513164,XR_001740270,XR_924178
79827	ENSG00000166250	NG_042818	NM_024769
79828	ENSG00000123600	-	NM_001321154,NM_001321155,NM_001321156,NM_001321157,NM_001321158,NM_001321159,NM_001321160,NM_001321161,NM_001321162,NM_024770,NR_135568,XM_011511875,XM_017004984,XM_017004985,XM_017004986,XM_017004987,XM_017004988,XM_017004989,XR_001738955,XR_001738956,XR_002959340,XR_002959341,XR_923027,XR_923028
79829	ENSG00000110583	-	NM_001300800,NM_024771,XM_006718689,XM_011545254,XM_011545255
79830	ENSG00000197056	-	NM_001289088,NM_001289089,NM_001289090,NM_001289091,NM_001319955,NM_024772,XM_011542163,XM_011542165,XM_011542166,XM_017002358,XM_017002359,XM_017002360,XM_024449822,XM_024449823,XM_024449824,XM_024449825,XM_024449827,XM_024449828,XM_024449833
79831	ENSG00000155666	-	NM_001145348,NM_024773,XM_017023676,XM_017023677,XM_017023678,XM_017023679,XM_017023680,XR_001751987
79832	ENSG00000060749	-	NM_001076786,XM_017018327,XM_017018329,XM_017018330,XR_002957197
79833	ENSG00000152147	-	NM_024775
79834	ENSG00000173517	NG_034037	NM_001385026,NM_001385027,NM_001387085,NM_001387086,NM_024776,XM_005254670,XM_005254671,XM_005254673,XM_005254674,XM_005254675,XM_011522033,XM_011522034,XM_011522035,XM_011522036,XM_011522037,XM_011522038,XM_011522039,XM_011522040,XM_011522041,XM_011522042,XM_024450056,XM_024450057,XM_024450058,XM_024450059,XM_024450060,XM_024450061,XM_024450062,XM_024450063,XM_024450064
79836	ENSG00000175556	NG_012577	NM_001031855,NM_001289109,NM_024778,NR_110311,XM_005262476,XM_011531398,XM_017029845,XR_001755724,XR_001755725,XR_938554
79837	ENSG00000166908	-	NM_001146258,NM_001146259,NM_001146260,NM_024779,XM_005269152,XM_011538747,XM_017019973
79838	ENSG00000103534	-	NM_001105248,NM_001105249,NM_001261841,NM_001308161,NM_024780
79839	ENSG00000150636	-	NM_001093729,NM_024781,XM_011526174,XM_011526175,XM_017025973,XM_017025974,XM_017025975,XM_017025976,XM_017025977,XM_017025978,XM_017025979,XM_017025980,XR_935251
79840	ENSG00000187736	NG_007880	NM_001377498,NM_001377499,NM_024782,NR_165304
79841	ENSG00000165923	-	NM_024783,XM_005253138,XM_005253139,XM_005253140,XM_005253141,XM_006718327,XM_006718328,XM_011520372,XM_011520373,XM_011520374,XM_011520375,XM_011520376,XM_011520377,XM_011520378,XM_011520379,XM_011520381,XM_017018331,XM_017018332,XM_017018333,XR_001747981,XR_242823,XR_242824,XR_428852,XR_930908,XR_930909,XR_930910,XR_930911
79842	ENSG00000185670	-	NM_001363108,NM_001363109,NM_001370809
79843	ENSG00000124019	-	NM_001122779,NM_024785
79844	ENSG00000188818	-	NM_024786,XM_017009869,XM_017009870,XM_017009871,XM_017009872,XM_017009873,XM_017009874,XM_017009875,XM_017009876,XM_017009877,XM_017009878,XM_024446208,XM_024446209,XM_024446210,XM_024446211,XM_024446212,XM_024446213,XM_024446214,XM_024446215,XM_024446216,XM_024446217,XM_024446218,XR_002956179,XR_002956180,XR_002956181
79845	ENSG00000133874	-	NM_024787,XM_017013846
79846	ENSG00000105792	-	NM_001039706,NM_001160138,NM_001363438,XM_005250600,XM_011516577,XM_011516578,XM_011516579,XM_017012624,XM_017012625,XM_017012626,XM_017012627,XM_017012628,XM_017012629,XM_017012631,XM_017012632,XM_017012633,XM_017012634,XM_017012635,XM_017012636,XM_017012637,XM_017012638,XM_017012639,XM_017012640,XM_017012641,XM_017012642,XR_001744876,XR_927530,XR_927531,XR_927532,XR_927533
79847	ENSG00000138111	-	NM_024789,XM_006717973,XM_006717974,XM_011540160,XM_011540163,XM_011540167,XM_011540169,XM_017016654,XM_017016655,XM_017016656,XM_017016657,XM_017016658,XM_017016660,XM_017016661,XM_017016662,XM_024448171,XM_024448172,XM_024448173
79848	ENSG00000104218	NG_034100	NM_001291339,NM_001363131,NM_001363132,NM_001363133,NM_001364869,NM_001364870,NM_001382391,NM_024790,XM_005251305,XM_006716474,XM_006716477,XM_011517598,XM_011517599,XM_011517600,XM_011517601,XM_011517602,XM_011517603,XM_011517607,XM_011517609,XM_011517611,XM_017013847,XM_017013848,XM_017013849,XM_017013850,XM_017013851,XM_017013852,XM_017013854,XM_017013855,XM_017013856,XM_017013858,XM_024447279,XM_024447281,XM_024447282,XM_024447283,XM_024447284
79849	ENSG00000172367	-	NM_001168468,NM_024791,NR_033122,XM_011543000,XM_011543001,XM_011543002,XM_011543005,XM_017018334,XM_017018335,XM_017018336,XM_017018337
79850	ENSG00000167695	-	NM_001318006,NM_001318007,NM_001318008,NM_024792
79852	ENSG00000105131	-	NM_001142886,NM_024794,XM_024451725
79853	ENSG00000168955	NG_051253	NM_024795,XM_011511876
79854	ENSG00000225880	-	NR_024321
79856	ENSG00000157734	NG_033071	NM_024798,NR_073534,XM_005254677,XM_017022581
79857	ENSG00000177340	-	NR_026806
79858	ENSG00000114670	NG_029225	NM_001146003,NM_001321220,NM_001321221,NM_001321222,NM_001321223,NM_001321224,NM_001353022,NM_001353023,NM_001353024,NM_001353025,NM_001353026,NM_001353027,NM_001353028,NM_001353029,NM_001353030,NM_001353031,NM_001353032,NM_001353033,NM_001353034,NM_001353036,NM_001353037,NM_001353038,NM_001353039,NM_001353040,NM_001353041,NM_001353042,NM_001353043,NM_001353044,NM_001353045,NM_001353046,NM_001353048,NM_024800,NM_145910,XM_011513173,XM_011513174,XM_011513175,XM_017007206,XM_017007207,XM_017007208,XM_017007209,XM_017007210,XM_017007219,XM_017007220,XM_017007221,XM_017007222,XM_017007228,XM_017007233,XM_024453755,XM_024453756,XM_024453757,XM_024453758,XM_024453759,XM_024453760,XR_001740271
79861	ENSG00000178462	-	NM_001171864,NM_024803
79862	ENSG00000188295	-	NM_001142572,NM_024804
79863	ENSG00000101546	-	NM_001171967,NM_024805
79864	ENSG00000109944	-	NM_001363087,NM_001363088,NM_001363089,NM_024806,NM_199124
79865	ENSG00000112195	-	NM_024807,XM_011514917
79866	ENSG00000136122	-	NM_001286746,NM_001286747,NM_001366664,NM_024808
79867	ENSG00000168778	NG_030442	NM_001143850,NM_024809,XM_005253623,XM_006719605,XM_017019974,XM_017019975
79868	ENSG00000101901	NG_016238	NM_001039210,NM_001099922,NM_001168385,NM_001257230,NM_001257231,NM_001257234,NM_001257235,NM_001257237,NM_001257239,NM_001257240,NM_001257241,NM_001324290,NM_001324291,NM_001324292,NM_001324293,NM_001324294,NM_018466,NR_033125,NR_136735,NR_148693,XM_006724693,XM_006724697,XM_006724698,XM_011531028,XM_011531030,XM_011531031,XM_011531032,XM_011531033,XM_011531034,XM_011531037,XM_017029846,XM_017029847,XM_017029848,XM_017029849,XM_017029850,XM_017029851,XM_017029852,XM_017029853,XM_017029854,XM_017029855,XM_024452449,XR_001755726,XR_001755727,XR_001755728
79869	ENSG00000149532	NG_051815	NM_001136040,NM_001142565,NM_024811,NR_165413,NR_165414,NR_165415,NR_165416,NR_165417,NR_165418,NR_165419,NR_165420,XM_005274298,XM_005274299,XM_005274303,XM_011545257,XM_011545258,XM_011545259,XM_011545261,XM_011545263,XM_017018345
79870	ENSG00000164929	-	NM_001024372,NM_001364874,NM_024812,XR_001745601
79871	ENSG00000122484	-	NM_024813,XM_005271223,XM_011542167,XM_017002362,XM_017002363,XM_017002364,XR_246295
79872	ENSG00000105879	-	NM_001284291,NM_024814,NR_024199,XM_011516580,XM_017012643,XM_017012644,XM_017012645,XM_024446936,XM_024446937,XM_024446938,XM_024446939
79873	ENSG00000275074	NG_032941	NM_024815,XM_011544650
79874	ENSG00000177548	-	NM_024816
79875	ENSG00000187720	-	NM_001286429,NM_024817,XM_006720692,XM_011522043,XM_011522044,XM_017022582,XM_017022583,XM_017022584,XM_017022585,XM_017022586
79876	ENSG00000081307	NG_052968	NM_001320210,NM_001321238,NM_001321239,NM_024818,NM_198329,XR_001740272
79877	ENSG00000172992	-	NM_001128631,NM_001288654,NM_001288655,NM_001321326,NM_024819,XM_005257688,XM_011525262,XM_017025103,XM_017025104,XM_017025105,XR_002958070
79879	ENSG00000100147	NG_068430	NM_001304797,NM_001382346,NM_024821
79882	ENSG00000100722	NG_050601	NM_001160103,NM_001160104,NM_001326295,NM_001326296,NM_001326297,NM_001326298,NM_001326299,NM_001326300,NM_001326301,NM_001326302,NM_001326303,NM_001326304,NM_001326305,NM_001326306,NM_001326307,NM_001326308,NM_001326309,NM_001326310,NM_001326311,NM_001326312,NM_001326313,NM_001326314,NM_001326315,NM_001326316,NM_024824,NM_207660,NM_207661,NM_207662,NR_136936,XM_005268070,XM_005268073,XM_006720257,XM_011537161,XM_011537162,XM_024449713
79883	ENSG00000132000	-	NM_001146254,NM_001146255,NM_001370095,NM_024825,XM_006722902,XM_006722903,XM_011528308,XM_011528309,XM_011528310,XM_011528311,XM_011528313,XM_011528314,XM_011528316,XM_017027313,XM_024451726
79884	ENSG00000164114	-	NM_001039580,XM_006714306,XM_011532253,XM_011532254,XM_011532255,XM_017008616,XM_017008617
79885	ENSG00000163517	-	NM_001136041,NM_001330636,NM_024827,XM_005265491,XM_006713338,XM_011534131,XM_011534132,XM_011534135,XM_017007234,XM_024453761,XM_024453762,XM_024453763,XM_024453764,XM_024453765
79886	ENSG00000120159	-	NM_001167575,NM_024828,XR_001746381
79887	ENSG00000121316	-	NM_024829
79888	ENSG00000153395	NG_051622	NM_024830,XM_005248373,XM_011514132,XM_011514134,XM_017009879
79890	ENSG00000100599	-	NM_001319987,NM_024832,XM_011537164,XM_011537165,XM_017021651,XM_017021652,XM_017021653,XM_017021654
79891	ENSG00000083814	-	NM_001321375,NM_001321376,NM_024833,XM_017027314
79892	ENSG00000197771	-	NM_001256378,NM_001256379,NM_024834,XM_005270157,XM_011540170,XM_017016663,XM_017016664
79893	ENSG00000278311	-	NM_024835,XM_005257689,XM_011525265,XM_011525266,XM_017025107
79894	ENSG00000171161	-	NM_024836,XM_005270336
79895	ENSG00000104043	-	NM_024837,NR_073596,NR_073597,NR_073598,XM_011522046,XM_011522047,XM_011522048,XM_011522049,XM_011522051,XM_011522052,XM_011522053,XM_011522056,XM_011522058,XM_011522059,XM_011522060,XM_011522061,XM_011522062,XM_011522063,XM_011522069,XM_011522070,XM_017022587,XM_017022591,XM_017022592,XM_017022594,XM_017022595,XM_017022596,XM_024450065,XM_024450066,XM_024450067,XM_024450068,XM_024450069,XM_024450070,XR_002957685,XR_002957686,XR_002957687
79896	ENSG00000185875	-	NM_024838,XM_005252597,XM_017016665
79897	ENSG00000241370	-	NM_001199120,NM_001199121,NM_024839
79898	ENSG00000176024	-	NM_001031721,NM_024840,XM_005259269,XM_011527333,XM_017027315
79899	ENSG00000135362	-	NM_001160167,NM_001160168,NM_001160169,NM_024841
79901	ENSG00000071967	-	NM_001127383,NM_001256909,NM_024843
79902	ENSG00000125450	-	NM_001303276,NM_001330472,NM_024844,XM_005257690,XM_011525267,XM_011525268,XM_017025108,XM_017025109,XM_017025110,XM_024450951,XR_001752627,XR_001752628,XR_001752629,XR_002958071,XR_002958072,XR_934552
79903	ENSG00000122390	NG_045230	NM_001083600,NM_001083601,NM_001317093,NM_001317094,NM_001317095,NM_001317096,NM_001317097,NM_001317098,NM_024845
79905	ENSG00000170537	-	NM_001160364,NM_001300732,NM_001324263,NM_001324265,NM_001324268,NM_024847,NR_136733
79906	ENSG00000116151	-	NM_001301060,NM_024848,NR_125361
79908	ENSG00000113303	-	NM_001040462,NM_001159707,NM_001159708,NM_001159709,NM_001159710,NM_024850,XM_011534649,XM_011534650,XM_011534651,XM_011534652,XM_011534653
79912	ENSG00000121350	NG_053196	NM_001350912,NM_001350913,NM_024854,XM_006719153,XM_017019976,XR_242902
79913	ENSG00000101442	-	NM_024855
79915	ENSG00000176208	-	NM_024857,XM_011525269,XM_011525270,XM_011525273,XM_011525274,XR_001752631,XR_001752632,XR_934553
79917	ENSG00000269313	-	NM_001099681,NM_001099682,NM_024859,XM_005278062,XM_005278063,XM_005278064,XM_005278065,XM_006724560,XM_011543985,XM_011543986,XM_011543987
79918	ENSG00000103037	-	NM_001160305,NM_024860,NR_134583,XM_011523336,XR_001751988,XR_001751989,XR_243429,XR_933436,XR_933437
79919	ENSG00000172478	-	NM_001085437,NM_001282921,NM_024861,XM_011511877
79921	ENSG00000133142	NG_016315	NM_001006935,NM_001006937,NM_001300901,NM_001305840,NM_001305841,NM_001305842,NM_024863,XM_017029856,XM_017029857,XM_024452450
79922	ENSG00000278619	-	NM_024864,XM_005257694,XM_011525275,XM_011525276,XM_017025112,XR_934554
79923	ENSG00000111704	-	NM_001297698,NM_024865
79924	ENSG00000128165	-	NM_001253845,NM_001369882
79925	ENSG00000152582	-	NM_024867,NM_144722,XM_005248376,XM_005248377,XM_005248378,XM_011514135,XM_011514136,XM_011514137,XM_011514138,XM_011514139,XM_011514140,XM_011514141,XM_017009880,XM_017009881,XM_017009882,XM_024446219,XR_001742273,XR_925655,XR_925656
79927	ENSG00000197245	-	NM_024869
79929	ENSG00000180834	-	NM_024871,XR_001740273
79930	ENSG00000146094	-	NM_001144875,NM_001144876,NM_001308235,NM_001308236,NM_001375794,NM_001375795,NM_001375796,NM_001375797,NM_001375798,NM_001375799,NM_001384137,NM_001384138,NM_001384139,NM_024872,XM_011534657,XM_017009883,XM_017009884
79931	ENSG00000050730	-	NM_001128843,NM_001244764,NM_024873,XM_011532256,XM_011532257,XM_017008619,XM_017008620,XM_017008621,XM_017008622,XM_017008623,XM_017008624,XM_017008625
79932	ENSG00000142687	-	NM_024874,XM_006710907,XM_006710909,XM_006710910,XM_011542179,XM_011542180,XM_017002366,XM_017002367,XM_017002368,XM_017002369,XM_017002370,XM_017002371,XM_017002372,XM_017002373,XM_017002374,XM_017002377,XM_017002378,XR_001737420,XR_001737421,XR_001737423,XR_001737424,XR_001737425,XR_001737426,XR_002957627,XR_246296,XR_946763
79933	ENSG00000166317	-	NM_001114133,NM_024875,XM_005270158,XM_005270159
79934	ENSG00000123815	NG_027800	NM_001142555,NM_024876
79935	ENSG00000105219	-	NM_024877,XM_006723395,XR_001753763,XR_935861
79937	ENSG00000106714	-	NM_033655
79939	ENSG00000127526	-	NM_024881
79940	ENSG00000233237	-	NR_026807,NR_121612,NR_121613,NR_121614
79943	ENSG00000185730	-	NM_030895
79944	ENSG00000087299	NG_008092	NM_024884,XM_005268075,XM_011537166,XM_011537167,XM_011537168,XM_017021655,XM_017021656,XM_017021657,XM_017021658
79946	ENSG00000120055	-	NM_001363580
79947	ENSG00000117682	NG_029786	NM_001243564,NM_001243565,NM_001319959,NM_024887,NM_205861
79948	ENSG00000129951	-	NM_001270366,NM_024888,XM_011528317
79949	ENSG00000148735	-	NM_001193434,NM_001193435,NM_024889,NM_182601,XM_005270162,XM_005270163,XM_011540171,XM_011540172,XM_011540173,XM_011540174,XM_011540175,XM_011540176,XM_017016666
79953	ENSG00000101463	-	NM_001323606,NM_001323607,NM_024893,NR_147606,XM_011529347,XM_011529348,XM_011529349,XM_011529350,XM_011529351,XM_011529352,XM_011529353,XM_011529354,XM_011529356,XM_011529358,XM_017028064,XM_017028065,XM_017028066,XM_017028067,XM_017028068,XM_017028069,XR_937144
79954	ENSG00000115761	-	NM_001261392,NM_001261394,NM_024894,NR_048552,XM_011510398,XM_011510399,XM_011510400,XM_011510402,XM_024453152,XM_024453153,XR_001738957,XR_001738958,XR_002959342
79955	ENSG00000186862	NG_028030	NM_001195263,NM_001351044,NM_024895,XM_005270165,XM_011540177,XM_011540178,XM_011540179,XM_011540181,XM_011540183,XM_017016667,XM_017016668,XR_001747203,XR_945816
79956	ENSG00000099219	-	NM_024896,XM_005251587,XM_017015139,XR_001746382,XR_428431,XR_929337,XR_929338,XR_929340
79957	ENSG00000160781	-	NM_001272104,NM_001272105,NM_001272106,NM_001272107,NM_001272108,NM_001272109,NM_001272110,NM_001272111,NM_001272112,NM_001272113,NM_024897,NM_198406,NR_073610,XM_005245494,XM_006711546,XM_006711547,XM_006711548,XM_006711552,XM_006711553,XM_024449878,XM_024449879,XM_024449880,XM_024449881,XR_001737427,XR_001737428,XR_002957631
79958	ENSG00000205744	NG_054762	NM_001290331,NM_024898,XM_006722905,XM_006722906,XM_011528318,XM_024451727
79959	ENSG00000101624	-	NM_001271989,NM_024899,NR_073537,XM_005258149,XM_017025981,XM_017025982,XM_017025983,XM_017025984,XM_017025985,XM_017025986,XM_017025987
79960	ENSG00000077684	-	NM_001287437,NM_001287439,NM_001287440,NM_001287441,NM_001287442,NM_001287443,NM_024900,NM_199320,XM_005263232,XM_017008626,XM_017008627,XM_024454217,XM_024454218,XM_024454219,XM_024454220,XM_024454221
79961	ENSG00000162777	-	NM_001271833,NM_024901,XM_006710921,XM_006710922,XM_006710923,XM_006710924,XM_011542187,XM_011542189,XM_011542190,XM_017002386,XM_017002387,XM_017002388,XM_017002389,XM_024449890,XM_024449891,XM_024449898,XR_946764,XR_946765
79962	ENSG00000178401	-	NM_001304944,NM_024902,XM_005269155,XM_005269156,XM_005269157
79963	ENSG00000251595	-	NR_002451
79966	ENSG00000145284	-	NM_001037582,NM_024906
79968	ENSG00000092470	-	NM_001167941,NM_024908,XM_005254680,XR_001751398
79969	ENSG00000137343	-	NM_001031722,NM_001190724,NM_001254952,NM_001318762,NM_001318763,NM_024909,NR_033823
79970	ENSG00000133624	-	NR_027788,NR_027789
79971	ENSG00000116729	-	NM_001002292,NM_001193334,NM_024911,XM_011542191,XM_011542192,XM_017002390
79973	ENSG00000198342	-	NM_001363774,NM_030824,XM_006722908,XM_017027316,XM_017027317,XM_017027318
79974	ENSG00000106034	-	NM_001105533,NM_024913,XM_017012649,XM_024446941
79977	ENSG00000083307	NG_011971	NM_001330593,NM_024915,XM_011517306,XM_011517307,XM_024447286
79979	ENSG00000188917	NG_015971	NM_001167970,NM_001167971,NM_001167972,NM_024917,XM_005262195,XM_005262196,XM_005262201,XM_006724705,XM_011531042,XM_011531044,XM_017029858,XM_017029859,XM_017029860,XM_017029861,XM_017029862,XM_017029863,XM_017029864,XM_017029865,XM_017029866,XM_017029867,XM_017029868,XM_017029869,XM_017029870,XM_017029871,XM_017029872,XM_017029873,XM_017029874,XM_017029875,XM_024452451,XM_024452452,XR_001755729
79980	ENSG00000149636	-	NM_001145315,NM_001145316,NM_001145317,NM_001145318,NM_024918,XM_006723876,XM_017028070,XM_017028071,XM_017028072
